Timestamp,TermID,Timecode,CurrentMag,CurrentAng,VoltageMag,VoltageAng,Frequency,DFDT,Status,Digitals
2010-10-30 05:25:53.033,1,11,217.6677,102.7747,200274.9,75.21793,59.98562,0,0,0
2010-10-30 05:25:53.067,1,12,217.3093,102.4437,200281.9,75.04069,59.98553,-0.005493164,0,0
2010-10-30 05:25:53.100,1,11,217.2292,102.4886,200291,74.86938,59.98549,0.0004705042,0,0
2010-10-30 05:25:53.133,1,12,217.697,102.1439,200290.6,74.69866,59.98551,-0.001564007,0,0
2010-10-30 05:25:53.167,1,11,218.1691,102.0048,200297,74.5275,59.98555,0.002034511,0,0
2010-10-30 05:25:53.200,1,13,217.8443,101.9011,200303.2,74.34985,59.98553,-2.542511E-05,0,0
2010-10-30 05:25:53.233,1,11,218.013,101.6001,200300.9,74.16847,59.98549,-0.001589432,0,0
2010-10-30 05:25:53.267,1,12,218.0421,101.4931,200293.9,73.98392,59.98526,-0.008990038,0,0
2010-10-30 05:25:53.300,1,11,218.2541,101.3205,200302.6,73.79586,59.9849,-0.01200356,0,0
2010-10-30 05:25:53.333,1,12,218.2533,101.0456,200291.7,73.61326,59.98476,-0.00353504,0,0
2010-10-30 05:25:53.367,1,11,218.4637,100.9208,200291.4,73.427,59.98463,-0.00381466,0,0
2010-10-30 05:25:53.400,1,13,218.2899,100.6929,200290.5,73.23831,59.9845,-0.003344268,0,0
2010-10-30 05:25:53.433,1,11,218.3435,100.5852,200273.8,73.04023,59.98436,-0.00367485,0,0
2010-10-30 05:25:53.467,1,12,218.1569,100.4224,200266.8,72.83542,59.98408,-0.01110077,0,0
2010-10-30 05:25:53.500,1,11,217.8752,100.2075,200251,72.6339,59.98366,-0.01196545,0,0
2010-10-30 05:25:53.533,1,12,217.9891,100.0285,200236.6,72.43265,59.98331,-0.007985495,0,0
2010-10-30 05:25:53.567,1,11,217.8986,99.98004,200226.6,72.23769,59.98331,0,0,0
2010-10-30 05:25:53.600,1,13,217.8548,99.65472,200220.9,72.03003,59.98317,-0.003178865,0,0
2010-10-30 05:25:53.633,1,11,218.1025,99.45042,200213.5,71.81934,59.9831,-0.00237789,0,0
2010-10-30 05:25:53.667,1,12,217.6995,99.35938,200216.9,71.61116,59.98291,-0.007120706,0,0
2010-10-30 05:25:53.700,1,11,217.4362,99.12857,200229.8,71.40253,59.98271,-0.00617981,0,0
2010-10-30 05:25:53.733,1,12,217.0687,98.88918,200224.4,71.19691,59.98265,0,0,0
