Timestamps,Real Voltage,Imag. Voltage,Real Current,Imag. Current,Real Power,Apparent Power,Frequency
20:35.0,31412.995086,-73702.086044,-27.073361,-20.752883,679075.396245,2647273.376752,59.99900
20:35.0,31452.472309,-73695.446405,-27.227329,-18.636032,517023.872999,2592679.421358,60.00000
20:35.1,31466.118202,-73692.611193,-26.919905,-18.124364,488566.834824,2554101.449292,60.00100
