Timestamps,Real Voltage,Imag. Voltage,Real Current,Imag. Current,Real Power,Apparent Power,Frequency
20:35.0,62019.338432,-192409.086238,22.276558,89.691496,-15875881.351878,-9848819.451028,60.00000
20:35.0,62027.624364,-192406.730435,22.471028,90.277115,-15976100.115895,-9923252.006883,60.00000
20:35.1,62015.921810,-192392.851538,22.029347,89.877223,-15925565.039305,-9812107.739022,60.00000
